CensusYear,Sex,Single Year of Age,Administrative Counties,VALUE
2022,Male,71,Wexford County Council,767
2022,Male,71,Wicklow County Council,631
2022,Male,71,Clare County Council,596
2022,Male,71,Cork City Council,813
2022,Male,71,Cork County Council,1518
2022,Male,71,Kerry County Council,838
2022,Male,71,Limerick City & County Council,908
2022,Male,71,Tipperary County Council,780
2022,Male,71,Waterford City & County Council,547
2022,Male,71,Galway City Council,248
2022,Male,71,Galway County Council,855
2022,Male,71,Leitrim County Council,200
2022,Male,71,Mayo  County Council,805
2022,Male,71,Roscommon County Council,355
2022,Male,71,Sligo County Council,386
2022,Male,71,Cavan County Council,340
2022,Male,71,Donegal County Council,772
2022,Male,71,Monaghan County Council,291
2022,Male,72,Carlow County Council,248
2022,Male,72,Dublin City Council,1821
2022,Male,72,Dún Laoghaire Rathdown County Council,803
2022,Male,72,Fingal County Council,959
2022,Male,72,South Dublin County Council,1107
2022,Male,72,Kildare County Council,785
2022,Male,72,Kilkenny County Council,471
2022,Male,72,Laois County Council,315
2022,Male,72,Longford County Council,202
2022,Male,72,Louth County Council,523
2022,Male,72,Meath County Council,743
2022,Male,72,Offaly County Council,321
2022,Male,72,Westmeath County Council,367
2022,Male,72,Wexford County Council,747
2022,Male,72,Wicklow County Council,595
2022,Male,72,Clare County Council,605
2022,Male,72,Cork City Council,844
2022,Male,72,Cork County Council,1482
2022,Male,72,Kerry County Council,782
2022,Male,72,Limerick City & County Council,886
2022,Male,72,Tipperary County Council,789
2022,Male,72,Waterford City & County Council,505
2022,Male,72,Galway City Council,224
2022,Male,72,Galway County Council,852
2022,Male,72,Leitrim County Council,191
2022,Male,72,Mayo  County Council,745
2022,Male,72,Roscommon County Council,291
2022,Male,72,Sligo County Council,345
2022,Male,72,Cavan County Council,363
2022,Male,72,Donegal County Council,763
2022,Male,72,Monaghan County Council,291
2022,Male,73,Carlow County Council,233
2022,Male,73,Dublin City Council,1731
2022,Male,73,Dún Laoghaire Rathdown County Council,826
2022,Male,73,Fingal County Council,888
2022,Male,73,South Dublin County Council,994
2022,Male,73,Kildare County Council,773
2022,Male,73,Kilkenny County Council,421
2022,Male,73,Laois County Council,277
2022,Male,73,Longford County Council,193
2022,Male,73,Louth County Council,462
2022,Male,73,Meath County Council,707
2022,Male,73,Offaly County Council,328
2022,Male,73,Westmeath County Council,387
2022,Male,73,Wexford County Council,656
2022,Male,73,Wicklow County Council,642
2022,Male,73,Clare County Council,542
2022,Male,73,Cork City Council,759
2022,Male,73,Cork County Council,1432
2022,Male,73,Kerry County Council,760
2022,Male,73,Limerick City & County Council,893
2022,Male,73,Tipperary County Council,724
2022,Male,73,Waterford City & County Council,509
2022,Male,73,Galway City Council,262
2022,Male,73,Galway County Council,852
2022,Male,73,Leitrim County Council,155
2022,Male,73,Mayo  County Council,699
2022,Male,73,Roscommon County Council,319
2022,Male,73,Sligo County Council,345
2022,Male,73,Cavan County Council,322
2022,Male,73,Donegal County Council,755
2022,Male,73,Monaghan County Council,275
2022,Male,74,Carlow County Council,246
2022,Male,74,Dublin City Council,1710
2022,Male,74,Dún Laoghaire Rathdown County Council,825
2022,Male,74,Fingal County Council,854
2022,Male,74,South Dublin County Council,965
2022,Male,74,Kildare County Council,728
2022,Male,74,Kilkenny County Council,477
2022,Male,74,Laois County Council,289
2022,Male,74,Longford County Council,192
2022,Male,74,Louth County Council,468
2022,Male,74,Meath County Council,647
2022,Male,74,Offaly County Council,328
2022,Male,74,Westmeath County Council,313
2022,Male,74,Wexford County Council,654
2022,Male,74,Wicklow County Council,551
2022,Male,74,Clare County Council,540
2022,Male,74,Cork City Council,713
2022,Male,74,Cork County Council,1413
2022,Male,74,Kerry County Council,758
2022,Male,74,Limerick City & County Council,785
2022,Male,74,Tipperary County Council,700
2022,Male,74,Waterford City & County Council,500
2022,Male,74,Galway City Council,223
2022,Male,74,Galway County Council,819
2022,Male,74,Leitrim County Council,141
2022,Male,74,Mayo  County Council,723
2022,Male,74,Roscommon County Council,318
2022,Male,74,Sligo County Council,313
2022,Male,74,Cavan County Council,308
2022,Male,74,Donegal County Council,750
2022,Male,74,Monaghan County Council,242
2022,Male,75,Carlow County Council,207
2022,Male,75,Dublin City Council,1620
2022,Male,75,Dún Laoghaire Rathdown County Council,793
2022,Male,75,Fingal County Council,793
2022,Male,75,South Dublin County Council,825
2022,Male,75,Kildare County Council,735
2022,Male,75,Kilkenny County Council,392
2022,Male,75,Laois County Council,275
2022,Male,75,Longford County Council,164
2022,Male,75,Louth County Council,440
2022,Male,75,Meath County Council,621
2022,Male,75,Offaly County Council,289
2022,Male,75,Westmeath County Council,290
2022,Male,75,Wexford County Council,644
2022,Male,75,Wicklow County Council,576
2022,Male,75,Clare County Council,507
2022,Male,75,Cork City Council,752
2022,Male,75,Cork County Council,1317
2022,Male,75,Kerry County Council,705
2022,Male,75,Limerick City & County Council,738
2022,Male,75,Tipperary County Council,626
2022,Male,75,Waterford City & County Council,546
2022,Male,75,Galway City Council,224
2022,Male,75,Galway County Council,731
2022,Male,75,Leitrim County Council,154
2022,Male,75,Mayo  County Council,683
2022,Male,75,Roscommon County Council,284
2022,Male,75,Sligo County Council,270
2022,Male,75,Cavan County Council,287
2022,Male,75,Donegal County Council,732
2022,Male,75,Monaghan County Council,253
2022,Male,76,Carlow County Council,201
2022,Male,76,Dublin City Council,1476
2022,Male,76,Dún Laoghaire Rathdown County Council,757
2022,Male,76,Fingal County Council,781
2022,Male,76,South Dublin County Council,828
2022,Male,76,Kildare County Council,653
2022,Male,76,Kilkenny County Council,315
2022,Male,76,Laois County Council,251
2022,Male,76,Longford County Council,172
2022,Male,76,Louth County Council,415
2022,Male,76,Meath County Council,553
2022,Male,76,Offaly County Council,272
2022,Male,76,Westmeath County Council,286
2022,Male,76,Wexford County Council,563
2022,Male,76,Wicklow County Council,495
2022,Male,76,Clare County Council,478
2022,Male,76,Cork City Council,697
2022,Male,76,Cork County Council,1149
2022,Male,76,Kerry County Council,686
2022,Male,76,Limerick City & County Council,692
2022,Male,76,Tipperary County Council,627
2022,Male,76,Waterford City & County Council,427
2022,Male,76,Galway City Council,228
2022,Male,76,Galway County Council,677
2022,Male,76,Leitrim County Council,140
2022,Male,76,Mayo  County Council,577
2022,Male,76,Roscommon County Council,297
2022,Male,76,Sligo County Council,270
2022,Male,76,Cavan County Council,254
2022,Male,76,Donegal County Council,663
2022,Male,76,Monaghan County Council,214
2022,Male,77,Carlow County Council,184
2022,Male,77,Dublin City Council,1310
2022,Male,77,Dún Laoghaire Rathdown County Council,716
2022,Male,77,Fingal County Council,692
2022,Male,77,South Dublin County Council,717
2022,Male,77,Kildare County Council,580
2022,Male,77,Kilkenny County Council,360
2022,Male,77,Laois County Council,235
2022,Male,77,Longford County Council,136
2022,Male,77,Louth County Council,345
2022,Male,77,Meath County Council,524
2022,Male,77,Offaly County Council,248
2022,Male,77,Westmeath County Council,290
2022,Male,77,Wexford County Council,523
2022,Male,77,Wicklow County Council,473
2022,Male,77,Clare County Council,442
2022,Male,77,Cork City Council,629
2022,Male,77,Cork County Council,1101
2022,Male,77,Kerry County Council,593
2022,Male,77,Limerick City & County Council,609
2022,Male,77,Tipperary County Council,581
2022,Male,77,Waterford City & County Council,413
2022,Male,77,Galway City Council,179
2022,Male,77,Galway County Council,597
2022,Male,77,Leitrim County Council,137
2022,Male,77,Mayo  County Council,512
2022,Male,77,Roscommon County Council,237
2022,Male,77,Sligo County Council,234
2022,Male,77,Cavan County Council,224
2022,Male,77,Donegal County Council,594
2022,Male,77,Monaghan County Council,186
2022,Male,78,Carlow County Council,156
2022,Male,78,Dublin City Council,1265
2022,Male,78,Dún Laoghaire Rathdown County Council,684
2022,Male,78,Fingal County Council,616
2022,Male,78,South Dublin County Council,611
2022,Male,78,Kildare County Council,506
2022,Male,78,Kilkenny County Council,303
2022,Male,78,Laois County Council,218
2022,Male,78,Longford County Council,140
2022,Male,78,Louth County Council,389
2022,Male,78,Meath County Council,486
2022,Male,78,Offaly County Council,208
2022,Male,78,Westmeath County Council,248
2022,Male,78,Wexford County Council,509
2022,Male,78,Wicklow County Council,438
2022,Male,78,Clare County Council,416
2022,Male,78,Cork City Council,530
2022,Male,78,Cork County Council,971
2022,Male,78,Kerry County Council,520
2022,Male,78,Limerick City & County Council,584
2022,Male,78,Tipperary County Council,520
2022,Male,78,Waterford City & County Council,350
2022,Male,78,Galway City Council,165
2022,Male,78,Galway County Council,567
2022,Male,78,Leitrim County Council,110
2022,Male,78,Mayo  County Council,483
2022,Male,78,Roscommon County Council,230
2022,Male,78,Sligo County Council,218
2022,Male,78,Cavan County Council,216
2022,Male,78,Donegal County Council,553
2022,Male,78,Monaghan County Council,182
2022,Male,79,Carlow County Council,168
2022,Male,79,Dublin City Council,1220
2022,Male,79,Dún Laoghaire Rathdown County Council,655
2022,Male,79,Fingal County Council,566
2022,Male,79,South Dublin County Council,535
2022,Male,79,Kildare County Council,469
2022,Male,79,Kilkenny County Council,270
2022,Male,79,Laois County Council,178
2022,Male,79,Longford County Council,109
2022,Male,79,Louth County Council,291
2022,Male,79,Meath County Council,392
2022,Male,79,Offaly County Council,213
2022,Male,79,Westmeath County Council,206
2022,Male,79,Wexford County Council,445
2022,Male,79,Wicklow County Council,392
2022,Male,79,Clare County Council,314
2022,Male,79,Cork City Council,477
2022,Male,79,Cork County Council,851
2022,Male,79,Kerry County Council,500
2022,Male,79,Limerick City & County Council,559
2022,Male,79,Tipperary County Council,486
2022,Male,79,Waterford City & County Council,349
2022,Male,79,Galway City Council,155
2022,Male,79,Galway County Council,499
2022,Male,79,Leitrim County Council,100
2022,Male,79,Mayo  County Council,428
2022,Male,79,Roscommon County Council,219
2022,Male,79,Sligo County Council,222
2022,Male,79,Cavan County Council,197
2022,Male,79,Donegal County Council,502
2022,Male,79,Monaghan County Council,199
2022,Male,80,Carlow County Council,116
2022,Male,80,Dublin City Council,1034
2022,Male,80,Dún Laoghaire Rathdown County Council,591
2022,Male,80,Fingal County Council,478
2022,Male,80,South Dublin County Council,472
2022,Male,80,Kildare County Council,373
2022,Male,80,Kilkenny County Council,249
2022,Male,80,Laois County Council,155
2022,Male,80,Longford County Council,92
2022,Male,80,Louth County Council,272
2022,Male,80,Meath County Council,372
2022,Male,80,Offaly County Council,158
2022,Male,80,Westmeath County Council,202
2022,Male,80,Wexford County Council,435
2022,Male,80,Wicklow County Council,334
2022,Male,80,Clare County Council,295
2022,Male,80,Cork City Council,516
2022,Male,80,Cork County Council,790
2022,Male,80,Kerry County Council,372
2022,Male,80,Limerick City & County Council,431
2022,Male,80,Tipperary County Council,383
2022,Male,80,Waterford City & County Council,321
2022,Male,80,Galway City Council,150
2022,Male,80,Galway County Council,499
2022,Male,80,Leitrim County Council,82
2022,Male,80,Mayo  County Council,407
2022,Male,80,Roscommon County Council,171
2022,Male,80,Sligo County Council,176
2022,Male,80,Cavan County Council,175
2022,Male,80,Donegal County Council,456
2022,Male,80,Monaghan County Council,117
2022,Male,81,Carlow County Council,117
2022,Male,81,Dublin City Council,922
2022,Male,81,Dún Laoghaire Rathdown County Council,528
2022,Male,81,Fingal County Council,420
2022,Male,81,South Dublin County Council,434
2022,Male,81,Kildare County Council,301
2022,Male,81,Kilkenny County Council,229
2022,Male,81,Laois County Council,146
2022,Male,81,Longford County Council,92
2022,Male,81,Louth County Council,264
2022,Male,81,Meath County Council,326
2022,Male,81,Offaly County Council,146
2022,Male,81,Westmeath County Council,187
2022,Male,81,Wexford County Council,367
2022,Male,81,Wicklow County Council,273
2022,Male,81,Clare County Council,271
2022,Male,81,Cork City Council,421
2022,Male,81,Cork County Council,634
2022,Male,81,Kerry County Council,395
2022,Male,81,Limerick City & County Council,421
2022,Male,81,Tipperary County Council,355
2022,Male,81,Waterford City & County Council,276
2022,Male,81,Galway City Council,105
2022,Male,81,Galway County Council,441
2022,Male,81,Leitrim County Council,70
2022,Male,81,Mayo  County Council,349
2022,Male,81,Roscommon County Council,151
2022,Male,81,Sligo County Council,163
2022,Male,81,Cavan County Council,167
2022,Male,81,Donegal County Council,399
2022,Male,81,Monaghan County Council,100
2022,Male,82,Carlow County Council,109
2022,Male,82,Dublin City Council,919
2022,Male,82,Dún Laoghaire Rathdown County Council,563
2022,Male,82,Fingal County Council,410
2022,Male,82,South Dublin County Council,410
2022,Male,82,Kildare County Council,274
2022,Male,82,Kilkenny County Council,174
2022,Male,82,Laois County Council,121
2022,Male,82,Longford County Council,80
2022,Male,82,Louth County Council,223
2022,Male,82,Meath County Council,293
2022,Male,82,Offaly County Council,159
2022,Male,82,Westmeath County Council,141
2022,Male,82,Wexford County Council,312
2022,Male,82,Wicklow County Council,266
2022,Male,82,Clare County Council,239
2022,Male,82,Cork City Council,393
2022,Male,82,Cork County Council,622
2022,Male,82,Kerry County Council,340
2022,Male,82,Limerick City & County Council,380
2022,Male,82,Tipperary County Council,333
2022,Male,82,Waterford City & County Council,246
2022,Male,82,Galway City Council,100
2022,Male,82,Galway County Council,395
2022,Male,82,Leitrim County Council,88
2022,Male,82,Mayo  County Council,289
2022,Male,82,Roscommon County Council,147
2022,Male,82,Sligo County Council,138
2022,Male,82,Cavan County Council,127
2022,Male,82,Donegal County Council,365
2022,Male,82,Monaghan County Council,123
2022,Male,83,Carlow County Council,101
2022,Male,83,Dublin City Council,846
2022,Male,83,Dún Laoghaire Rathdown County Council,462
2022,Male,83,Fingal County Council,312
2022,Male,83,South Dublin County Council,343
2022,Male,83,Kildare County Council,230
2022,Male,83,Kilkenny County Council,173
